58,1,68668.48,429.3,7412.89,1,0,3967,0,1,0,1,0
54,0,68156.42,290.84,5205.74,1,0,3637,0,0,1,1,1
48,1,53127.39,1077.28,7966.0,0,1,2559,0,1,0,1,1
35,1,60871.42,723.11,9007.93,0,1,1627,0,1,0,2,0
30,0,42120.27,73.66,4563.14,0,0,1823,0,1,0,1,1
42,0,48759.48,718.59,5173.58,0,0,2178,0,1,0,1,1
44,1,55269.45,269.78,5000.97,0,1,1986,1,0,0,1,1
32,0,52375.04,170.61,5457.85,0,1,888,0,0,1,1,0
66,0,63975.17,67.22,4544.6,0,1,3530,0,1,0,1,1
29,1,51278.27,349.38,4893.01,0,0,1145,1,0,0,1,1
30,1,44994.72,316.02,2679.12,0,0,1212,0,1,0,1,1
32,1,41597.93,142.55,2208.64,0,1,1205,0,1,0,1,1
38,1,46984.91,202.05,4604.42,0,1,2191,0,1,0,1,0
42,0,56981.36,513.55,4147.0,0,1,1954,1,0,0,1,1
51,1,60369.17,794.14,8306.65,0,1,2740,1,0,0,2,0
21,0,33330.44,327.24,4310.29,0,0,64,0,1,0,1,1
45,1,63827.1,637.74,7993.14,0,0,2558,0,1,0,1,1
75,1,85951.75,858.64,10280.7,1,1,3777,0,0,1,2,1
28,0,38553.69,689.93,3596.13,0,0,1093,1,0,0,1,1
48,1,70307.29,1351.99,7435.0,1,1,2484,1,0,0,1,1
36,0,58289.77,332.3,3207.47,0,0,2253,0,1,0,1,1
25,1,53983.16,975.25,7003.22,0,0,569,0,1,0,1,1
67,0,74259.38,915.87,5107.38,1,1,3498,1,0,0,1,1
40,1,62611.79,1266.78,6799.25,0,1,1572,1,0,0,1,0
66,1,69171.79,673.79,8321.16,1,0,3454,0,0,1,2,0
26,1,47459.82,336.09,6911.27,0,1,966,1,0,0,1,1
22,0,41576.53,257.4,5238.56,0,0,229,0,0,1,1,1
55,1,73906.68,1027.23,5406.99,1,1,3609,0,0,1,1,0
26,1,47996.63,117.98,2876.97,0,0,1285,0,1,0,1,1
69,0,82138.63,120.97,5559.86,1,1,4027,0,0,1,1,1
32,1,40364.94,839.79,5360.06,0,1,1522,0,0,1,1,1
51,0,59983.62,524.85,6167.69,0,1,2530,0,0,1,1,1
64,1,81988.56,217.0,6218.36,1,1,3475,0,0,1,1,0
36,0,48511.61,392.91,6345.03,0,1,1742,1,0,0,1,1
47,1,54766.46,887.74,5929.88,0,0,2898,0,1,0,1,1
75,1,85125.66,1114.57,9201.05,1,1,3704,1,0,0,2,0
58,1,67985.14,1165.43,6165.8,1,1,3337,0,0,1,1,1
42,1,57768.48,955.09,6114.47,0,1,1698,0,1,0,1,0
62,0,72317.48,987.02,6737.1,1,1,3869,0,1,0,1,1
64,0,71869.77,611.45,5077.59,1,0,3546,0,0,1,1,1
35,1,53549.69,56.46,7003.69,0,1,1664,0,1,0,1,1
41,1,57559.07,844.13,7272.13,0,0,2472,0,0,1,1,0
22,0,37761.39,898.09,5476.96,0,0,841,0,1,0,1,1
62,0,66969.31,1275.23,8870.65,0,1,3375,0,0,1,2,1
21,0,44783.82,768.41,5994.57,0,0,1028,0,0,1,1,1
20,0,44355.91,422.6,6207.57,0,0,533,1,0,0,1,1
28,1,42561.14,489.36,2499.43,0,0,1594,0,1,0,1,1
46,0,58656.56,38.98,6439.29,0,1,2861,0,1,0,1,0
29,0,55739.93,547.98,4562.81,0,0,1755,1,0,0,1,1
34,1,49516.65,818.67,4211.42,0,1,1427,0,0,1,1,1
39,1,46611.7,730.36,5199.01,0,1,2552,0,0,1,1,1
60,0,74505.21,413.22,9853.9,1,0,3651,1,0,0,2,0
49,1,64233.68,537.24,3777.77,0,1,3058,0,1,0,1,0
30,1,42646.62,486.22,3937.0,0,1,1141,0,0,1,1,1
51,1,58852.57,1412.67,7864.91,0,1,2268,0,1,0,1,1
68,0,67592.84,877.76,7231.05,1,1,3813,1,0,0,1,1
66,0,72256.54,422.4,9653.19,1,0,4022,0,1,0,2,0
27,0,49161.3,934.23,5469.96,0,0,667,0,0,1,1,1
55,1,68180.29,41.43,7044.68,1,1,2766,1,0,0,1,0
58,1,63363.44,786.11,6813.78,0,0,3951,0,1,0,1,0
25,1,54288.25,433.76,3678.68,0,0,1249,0,0,1,1,1
21,1,40348.82,72.85,2494.56,0,0,168,0,0,1,1,1
72,0,73260.91,499.49,4934.72,1,1,3694,0,0,1,1,0
42,0,58689.91,59.16,5169.41,0,1,2305,0,1,0,1,0
48,1,67009.31,1043.01,9941.06,0,1,2458,0,1,0,2,0
26,1,43632.47,531.44,4838.64,0,0,549,0,1,0,1,0
28,0,45342.54,254.1,3911.59,0,1,1076,0,0,1,1,1
72,1,77136.57,749.64,9441.58,1,1,3906,0,0,1,2,1
20,0,42313.52,278.84,6165.63,0,0,327,0,0,1,1,1
65,0,82833.21,811.58,6122.42,1,0,3625,0,0,1,1,1
48,1,69367.8,1393.53,7260.24,1,1,2736,1,0,0,1,1
39,0,57321.62,338.47,3896.36,0,0,1888,0,1,0,1,0
75,0,75320.48,1324.35,7253.15,1,1,3824,1,0,0,1,1
62,1,74132.13,1747.35,10483.04,1,0,3876,0,0,1,2,0
68,0,72686.34,1071.91,10652.17,1,1,3698,1,0,0,2,0
62,1,79279.68,719.73,4362.72,1,1,4030,0,1,0,1,1
29,1,40288.03,521.79,4451.34,0,1,1459,0,1,0,1,0
41,1,61932.99,982.99,8087.33,0,1,1865,0,0,1,2,0
43,1,55967.37,85.43,7591.42,0,1,2501,0,1,0,1,0
30,1,42924.28,535.23,4318.84,0,1,1239,1,0,0,1,1
72,1,72824.83,68.28,7676.15,1,1,3723,0,0,1,1,0
42,0,61624.71,332.13,3811.1,0,1,1503,1,0,0,1,1
54,1,58412.1,607.39,8216.57,0,1,2846,0,0,1,2,0
18,1,43310.36,119.46,6395.09,0,0,822,1,0,0,1,0
58,1,75702.79,142.86,4748.21,1,1,3757,0,1,0,1,0
65,1,66943.87,504.53,4043.22,0,1,3799,0,0,1,1,0
23,1,33566.27,717.67,4890.26,0,0,1263,0,0,1,1,1
31,1,40496.74,859.62,5225.0,0,1,1657,1,0,0,1,0
47,0,66069.62,508.83,7364.79,0,1,1919,0,1,0,1,0
69,0,80837.18,720.49,6692.63,1,1,3986,1,0,0,1,0
19,1,43832.68,153.0,6374.2,0,0,318,1,0,0,1,0
46,0,63008.67,9.71,3565.21,0,1,2271,1,0,0,1,1
38,1,61361.31,693.13,8336.64,0,1,1191,1,0,0,2,0
61,1,74324.05,58.57,5090.13,1,1,3178,1,0,0,1,0
61,1,67883.64,507.84,4448.07,1,1,4044,1,0,0,1,1
73,1,69600.31,152.17,9415.23,1,1,3888,1,0,0,2,0
65,1,64314.62,706.01,6952.03,0,1,3550,1,0,0,1,0
67,1,67758.99,435.81,7887.93,1,0,3500,0,0,1,1,1
54,0,66173.5,1201.03,7142.5,0,1,3600,0,1,0,1,0
51,1,60517.2,586.98,6182.91,0,0,2407,0,1,0,1,1
28,1,47479.6,547.07,6939.96,0,0,1597,0,1,0,1,1
75,1,77494.23,614.15,6706.07,1,1,4044,1,0,0,1,0
18,1,36551.12,253.98,4428.93,0,0,720,0,1,0,1,1
57,0,72858.82,1002.42,6594.97,1,0,2977,0,1,0,1,1
43,0,66032.09,1262.87,6384.86,0,0,1904,1,0,0,1,1
40,1,50942.09,306.64,6440.34,0,1,2507,0,1,0,1,1
56,0,72172.43,12.3,6902.67,1,1,2765,1,0,0,1,0
56,0,59641.03,1337.95,7087.49,0,0,2839,0,1,0,1,0
70,1,70186.19,227.48,10016.33,1,0,4001,1,0,0,2,0
20,1,38337.61,72.94,4707.92,0,0,92,1,0,0,1,1
34,0,42812.86,173.46,3594.81,0,1,1785,0,0,1,1,1
75,1,70658.61,80.08,7415.76,1,1,4031,0,0,1,1,0
